GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,SM_COST,TRAIN_COST,CAR_COST
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,3.31,160,0.3,1.5,178,0.3,0,2.24,260,2,1.78,1.6,2.6
3,1,1,1096,4,0,3,1,1,4,1,2,0,2,1,1,1,1,1.08,76,0.3,0.64,103,0.2,0,0.8,44,3,1.03,0.76,0.44
3,1,1,516,2,0,1,1,1,4,1,2,0,2,1,1,1,1,1.49,48,0.3,0.69,52,0.3,0,0.72,78,2,0.52,0.48,0.78
3,1,1,1001,4,0,1,1,1,4,1,3,0,1,23,1,1,1,3.44,58,0.3,2.36,66,0.1,0,1.52,125,3,0.66,0.58,1.25
3,1,1,912,3,1,3,2,1,3,1,3,0,17,22,1,1,1,2.76,202,0.6,1.22,254,0.1,0,2.99,201,2,2.54,2.02,2.01
3,1,1,552,3,0,1,1,1,3,1,1,0,17,2,1,1,1,1.81,54,1.2,1.42,64,0.1,0,0.88,60,3,0.64,0.54,0.6
3,1,1,444,1,0,1,1,0,2,1,2,0,22,2,1,1,1,1.05,26,1.2,0.54,32,0.3,0,0.56,58,2,0.32,0.26,0.58
3,1,1,1017,4,0,1,3,0,3,1,2,0,25,1,1,1,1,2.36,74,0.6,0.81,99,0.3,0,2.73,116,1,0.99,0.74,1.16
3,1,1,1036,4,0,3,1,0,2,0,2,0,17,25,1,1,1,3.71,179,1.2,1.19,194,0.3,0,2.5,165,2,1.94,1.79,1.65
2,0,1,70,1,1,1,2,1,3,0,2,0,1,2,1,1,1,0.95,60,1.2,0.44,74,0.2,0,0.6,65,2,0.74,0.6,0.65
3,1,1,888,3,1,3,2,0,3,1,3,0,2,25,1,1,1,1.31,138,1.2,0.69,155,0.3,0,1.56,68,3,1.55,1.38,0.68
3,1,1,946,4,0,1,1,0,2,1,2,0,22,2,1,1,1,1.24,38,0.6,0.69,48,0.3,0,0.9,55,3,0.48,0.38,0.55
2,0,1,156,2,0,6,3,1,2,1,2,1,1,2,1,1,1,1.1,3120,0.3,0.62,3120,0.1,0,1.3,195,2,0.0,0.0,1.95
3,1,1,583,3,0,1,2,1,4,1,3,0,2,25,1,1,1,2.2,43,0.6,1.5,50,0.1,0,1.82,123,2,0.5,0.43,1.23
3,1,1,722,3,1,1,2,0,3,1,3,0,20,22,1,1,1,2.21,126,0.3,1.23,155,0.2,0,2.4,182,2,1.55,1.26,1.82
3,1,1,833,3,1,3,0,0,3,1,0,0,25,1,1,1,1,2.36,210,0.6,0.63,245,0.1,0,1.52,140,3,2.45,2.1,1.4
2,0,1,91,1,1,6,2,1,1,1,2,1,2,1,1,1,1,0.77,5040,1.2,0.22,5460,0.2,0,1.17,120,2,0.0,0.0,1.2
3,1,1,1046,4,0,3,1,0,4,1,3,0,1,10,1,1,1,1.71,77,1.2,1.08,91,0.2,0,1.04,52,3,0.91,0.77,0.52
3,1,1,994,4,0,1,1,1,4,0,2,0,25,14,1,1,1,2.23,66,1.2,1.1,80,0.2,0,2.4,188,2,0.8,0.66,1.88
2,0,1,208,2,1,6,2,1,3,1,4,1,22,25,1,1,1,0.81,4200,1.2,0.59,5040,0.3,0,0.8,65,1,0.0,0.0,0.65
3,1,1,1019,4,0,1,3,0,2,1,2,0,1,2,1,1,1,1.06,42,1.2,0.34,46,0.3,0,0.9,60,2,0.46,0.42,0.6
3,1,1,605,3,0,3,1,0,2,1,2,0,2,1,1,1,1,1.71,91,0.3,0.96,99,0.1,0,1.2,64,3,0.99,0.91,0.64
3,1,1,1130,4,1,1,1,1,3,1,2,0,1,23,1,1,1,3.11,84,1.2,2.22,105,0.1,0,1.69,104,2,1.05,0.84,1.04
3,1,1,1183,4,1,3,2,1,5,1,3,0,1,22,1,1,1,1.73,181,0.3,0.83,245,0.2,0,1.36,92,3,2.45,1.81,0.92
3,1,1,706,3,1,1,2,0,3,1,3,0,2,1,1,1,1,1.74,70,0.3,0.9,90,0.2,0,1.3,60,2,0.9,0.7,0.6
3,1,1,842,3,1,3,1,1,2,1,2,0,25,2,1,1,1,1.46,136,1.2,0.49,181,0.1,0,1.56,104,2,1.81,1.36,1.04
3,1,1,893,3,1,3,2,0,3,1,3,0,25,1,1,1,1,2.36,189,1.2,0.81,225,0.2,0,1.68,132,2,2.25,1.89,1.32
3,1,1,754,3,1,1,2,1,2,1,2,0,17,2,1,1,1,2.33,81,0.3,1.44,105,0.2,0,2.21,100,2,1.05,0.81,1.0
3,1,1,572,3,0,1,2,1,3,0,3,0,22,1,1,1,1,2.4,64,1.2,0.91,70,0.3,0,2.0,125,2,0.7,0.64,1.25
3,1,1,905,3,1,3,2,1,3,1,3,0,1,25,1,1,1,2.29,189,0.3,1.0,225,0.1,0,1.76,150,2,2.25,1.89,1.5
3,1,1,896,3,1,3,2,1,2,1,2,0,9,2,1,1,1,1.48,142,0.3,0.9,162,0.3,0,1.3,40,2,1.62,1.42,0.4
3,1,1,1080,4,0,3,1,1,4,1,1,0,25,23,1,1,1,1.4,64,0.3,1.16,70,0.1,0,0.72,55,3,0.7,0.64,0.55
2,0,1,187,2,1,1,1,1,3,1,3,0,17,2,1,1,1,1.72,70,1.2,0.99,81,0.2,1,0.96,112,2,0.81,0.7,1.12
2,0,1,396,3,1,10,1,1,3,1,2,0,2,25,1,1,1,1.48,52,0.6,0.51,70,0.2,0,1.2,104,2,0.7,0.52,1.04
3,1,1,1054,4,0,3,1,0,3,0,3,0,25,2,1,1,1,1.25,72,0.6,0.55,86,0.1,0,1.43,97,2,0.86,0.72,0.97
3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,1.83,90,1.2,0.83,109,0.2,0,1.6,136,2,1.09,0.9,1.36
3,1,1,1094,4,0,3,1,1,3,1,3,0,1,23,1,1,1,3.31,133,1.2,2.82,144,0.2,0,2.08,105,3,1.44,1.33,1.05
3,1,1,675,3,1,1,1,0,4,1,3,0,17,2,1,1,1,1.32,85,0.3,0.81,105,0.2,0,1.3,97,1,1.05,0.85,0.97
3,1,1,559,3,0,1,2,0,2,1,3,0,2,1,1,1,1,1.0,40,0.6,0.59,45,0.2,0,1.3,60,2,0.45,0.4,0.6
3,1,1,796,3,1,1,2,1,4,1,3,0,17,10,1,1,1,2.24,94,0.6,1.2,127,0.3,0,2.1,165,3,1.27,0.94,1.65
3,1,1,974,4,0,1,1,1,3,1,2,0,1,25,1,1,1,2.0,62,1.2,0.81,70,0.3,0,1.68,143,2,0.7,0.62,1.43
3,1,1,795,3,1,1,2,1,4,1,3,0,2,1,1,1,1,0.85,72,0.6,0.37,84,0.1,0,0.9,48,2,0.84,0.72,0.48
3,1,1,703,3,1,1,2,0,3,1,2,0,22,17,1,1,1,2.93,109,0.3,1.91,127,0.3,0,2.86,100,2,1.27,1.09,1.0
2,0,1,171,2,0,8,1,1,2,0,3,0,25,22,1,1,1,0.76,246,0.3,0.55,394,0.2,0,0.48,32,1,3.94,2.46,0.32
3,1,1,1078,4,0,3,1,1,2,1,3,0,22,17,1,1,1,3.2,179,0.6,1.45,194,0.2,0,2.16,168,2,1.94,1.79,1.68
3,1,1,702,3,1,1,2,0,3,1,2,0,2,17,1,1,1,1.93,88,0.3,0.74,105,0.3,0,1.95,76,2,1.05,0.88,0.76
3,1,1,1087,4,0,3,1,1,5,1,2,0,25,1,1,1,1,1.82,111,0.3,0.81,132,0.3,0,2.7,160,2,1.32,1.11,1.6
3,1,1,594,3,0,3,0,0,2,1,0,0,2,25,1,1,1,1.25,72,1.2,0.44,99,0.1,0,1.2,56,2,0.99,0.72,0.56
3,1,1,901,3,1,3,2,1,2,1,3,0,22,1,1,1,1,1.93,189,0.3,0.79,225,0.3,0,2.34,108,2,2.25,1.89,1.08
3,1,1,1189,4,1,6,1,1,3,1,2,0,25,22,1,1,1,0.9,17,1.2,0.75,23,0.3,0,0.91,32,1,0.23,0.17,0.32
2,0,1,407,5,0,6,2,1,4,0,2,1,2,15,1,1,1,2.05,3120,0.6,0.69,4160,0.3,0,1.82,72,1,0.0,0.0,0.72
3,1,1,888,3,1,3,2,0,3,1,3,0,2,25,1,1,1,1.45,184,0.3,0.75,225,0.2,0,1.2,110,3,2.25,1.84,1.1
3,1,1,654,3,0,3,3,1,3,1,2,0,2,17,1,1,1,1.52,83,1.2,1.12,91,0.2,0,1.3,84,3,0.91,0.83,0.84
3,1,1,711,3,1,1,2,0,3,1,3,0,2,25,1,1,1,1.44,97,1.2,0.89,118,0.1,0,1.2,105,3,1.18,0.97,1.05
3,1,1,614,3,0,3,2,0,2,1,2,0,1,25,1,1,1,2.36,111,1.2,0.81,132,0.2,0,1.52,92,3,1.32,1.11,0.92
3,1,1,1064,4,0,3,1,1,2,0,2,0,25,2,1,1,1,1.25,72,0.6,0.55,86,0.1,0,1.56,97,2,0.86,0.72,0.97
3,1,1,680,3,1,1,1,0,3,1,2,0,20,10,1,1,1,2.34,90,0.3,1.9,105,0.3,0,2.21,84,3,1.05,0.9,0.84
3,1,1,768,3,1,1,2,1,3,1,3,0,2,17,1,1,1,1.76,73,0.3,1.23,81,0.1,0,1.52,115,2,0.81,0.73,1.15
2,0,1,356,3,1,1,1,1,5,1,4,0,1,2,1,1,1,1.35,78,0.3,0.61,84,0.3,0,0.72,71,1,0.84,0.78,0.71
3,1,1,899,3,1,3,2,1,2,1,3,0,17,2,1,1,1,2.4,167,0.3,1.23,218,0.1,0,1.5,80,3,2.18,1.67,0.8
3,1,1,815,3,1,1,3,1,3,0,1,0,2,1,1,1,1,1.34,91,1.2,0.98,109,0.1,0,0.88,50,3,1.09,0.91,0.5
3,1,1,904,3,1,3,2,1,3,1,3,0,1,22,1,1,1,1.93,211,0.6,0.64,281,0.3,0,2.21,112,3,2.81,2.11,1.12
2,0,1,84,1,1,5,2,1,2,1,3,0,22,1,1,1,1,1.77,83,1.2,0.77,100,0.3,0,1.2,130,2,1.0,0.83,1.3
3,1,1,731,3,1,1,2,0,4,1,3,0,1,22,1,1,1,2.09,83,0.6,1.13,105,0.1,0,2.08,143,1,1.05,0.83,1.43
3,1,1,569,3,0,1,2,1,2,1,2,0,2,17,1,1,1,1.74,49,0.6,0.61,70,0.3,0,1.5,85,2,0.7,0.49,0.85
3,1,1,865,3,1,3,2,0,3,1,3,0,2,1,1,1,1,1.08,128,1.2,0.5,169,0.1,0,1.0,52,2,1.69,1.28,0.52
3,1,1,449,1,0,1,1,1,2,1,2,0,22,14,1,1,1,2.49,70,0.3,1.49,91,0.2,0,1.8,130,3,0.91,0.7,1.3
3,1,1,630,3,0,3,2,1,2,1,2,0,17,2,1,1,1,1.61,114,1.2,1.28,139,0.1,0,0.88,65,3,1.39,1.14,0.65
3,1,1,1118,4,1,1,1,0,4,0,2,0,22,3,1,1,1,2.26,101,1.2,1.71,105,0.2,0,2.08,80,3,1.05,1.01,0.8
3,1,1,606,3,0,3,1,0,3,1,2,0,1,2,1,1,1,0.92,70,0.6,0.37,98,0.3,0,0.9,55,2,0.98,0.7,0.55
3,1,1,1181,4,1,3,2,0,5,1,2,0,25,1,1,1,1,1.82,210,0.3,0.71,293,0.2,0,1.68,128,3,2.93,2.1,1.28
3,1,1,680,3,1,1,1,0,3,1,2,0,20,10,1,1,1,2.34,81,0.3,1.93,90,0.1,0,1.36,105,3,0.9,0.81,1.05
3,1,1,671,3,1,1,1,0,3,1,3,0,2,1,1,1,1,0.92,54,0.3,0.37,65,0.1,0,0.64,60,2,0.65,0.54,0.6
2,0,1,149,2,0,6,1,1,3,1,2,1,25,22,1,1,1,0.54,2600,0.3,0.28,3380,0.3,1,0.52,20,2,0.0,0.0,0.2
3,1,1,811,3,1,1,3,0,5,1,3,0,2,17,1,1,1,1.71,74,0.6,0.75,122,0.3,0,1.3,90,3,1.22,0.74,0.9
3,1,1,762,3,1,1,2,1,3,1,2,0,22,2,1,1,1,1.3,78,0.6,0.86,81,0.1,0,1.0,48,2,0.81,0.78,0.48
2,0,1,49,1,0,6,3,1,3,1,3,1,1,2,1,1,1,1.13,3120,0.6,0.55,3120,0.2,0,0.6,40,2,0.0,0.0,0.4
3,1,1,683,3,1,1,1,1,4,0,3,0,1,2,1,1,1,1.4,68,0.6,0.59,78,0.1,0,0.8,65,3,0.78,0.68,0.65
3,1,1,892,3,1,3,2,0,3,1,3,0,22,12,1,1,1,1.69,158,1.2,1.33,169,0.3,0,2.08,84,2,1.69,1.58,0.84
3,1,1,538,2,1,3,1,1,4,1,3,0,25,10,1,1,1,1.5,130,1.2,1.22,153,0.1,0,1.17,71,3,1.53,1.3,0.71
3,1,1,1027,4,0,3,1,0,2,1,2,0,22,1,1,1,1,1.88,133,1.2,0.8,149,0.2,0,2.08,105,2,1.49,1.33,1.05
3,1,1,825,3,1,1,3,1,3,1,3,0,22,1,1,1,1,1.6,106,0.6,0.69,122,0.1,0,1.7,88,2,1.22,1.06,0.88
3,1,1,930,3,1,3,3,0,4,1,3,0,1,22,1,1,1,2.5,210,0.3,1.11,225,0.1,0,2.0,112,3,2.25,2.1,1.12
3,1,1,1170,4,1,3,1,1,4,1,3,0,22,17,1,1,1,2.71,202,0.3,1.04,245,0.1,0,1.68,135,2,2.45,2.02,1.35
3,1,1,692,3,1,1,2,0,2,1,2,0,22,1,1,1,1,1.72,79,1.2,0.58,112,0.1,0,1.7,84,2,1.12,0.79,0.84
3,1,1,1143,4,1,1,1,1,5,1,3,0,2,22,1,1,1,1.24,60,1.2,0.79,71,0.2,0,1.0,84,2,0.71,0.6,0.84
2,0,1,26,1,0,4,2,0,3,1,2,0,25,1,1,1,1,2.33,89,0.3,0.67,100,0.3,0,1.52,71,2,1.0,0.89,0.71
2,0,1,440,9,0,2,1,1,2,0,1,0,23,25,1,1,1,1.1,22,0.3,0.69,24,0.3,0,0.72,26,2,0.24,0.22,0.26
3,1,1,781,3,1,1,2,1,4,1,2,0,2,22,1,1,1,1.34,50,0.6,0.59,58,0.2,0,0.8,71,2,0.58,0.5,0.71
3,1,1,1019,4,0,1,3,0,2,1,2,0,1,2,1,1,1,0.92,31,0.6,0.41,40,0.1,0,1.17,78,2,0.4,0.31,0.78
3,1,1,696,3,1,1,2,0,2,1,3,0,2,17,1,1,1,1.6,73,1.2,1.07,92,0.1,0,1.5,76,3,0.92,0.73,0.76
3,1,1,1150,4,1,1,3,0,4,1,3,0,25,2,1,1,1,1.46,68,1.2,0.49,92,0.1,0,1.56,97,2,0.92,0.68,0.97
2,0,1,416,6,0,1,1,0,3,1,3,0,25,23,1,1,1,1.16,38,0.3,1.01,45,0.2,0,0.96,60,1,0.45,0.38,0.6
3,1,1,738,3,1,1,2,0,5,1,3,0,1,22,1,1,1,2.12,88,0.6,0.64,109,0.1,0,1.28,105,2,1.09,0.88,1.05
3,1,1,1042,4,0,3,1,0,3,0,1,0,25,10,1,1,1,1.28,68,0.6,0.95,76,0.1,0,0.8,60,3,0.76,0.68,0.6
3,1,1,948,4,0,1,1,0,3,1,3,0,22,20,1,1,1,2.12,79,0.3,1.22,82,0.1,0,3.12,201,2,0.82,0.79,2.01
3,1,1,1120,4,1,1,1,0,4,1,2,0,25,2,1,1,1,1.76,67,1.2,0.95,90,0.1,0,1.2,60,3,0.9,0.67,0.6
3,1,1,995,4,0,1,1,1,4,0,2,0,25,17,1,1,1,3.14,72,0.6,1.52,82,0.1,0,2.16,150,2,0.82,0.72,1.5
2,0,1,341,3,0,10,1,1,4,1,1,0,25,22,1,1,1,0.51,53,0.6,0.31,57,0.1,1,0.45,24,3,0.57,0.53,0.24
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,1.82,45,1.2,0.63,80,0.1,0,1.4,64,2,0.8,0.45,0.64
3,1,1,505,1,1,3,2,0,4,1,2,0,22,17,1,1,1,3.44,202,1.2,1.33,245,0.2,0,1.76,148,3,2.45,2.02,1.48
3,1,1,1130,4,1,1,1,1,3,1,2,0,1,23,1,1,1,2.77,84,0.6,2.22,105,0.3,0,1.3,80,3,1.05,0.84,0.8
3,1,1,523,2,0,3,1,1,2,0,2,0,22,1,1,1,1,1.86,133,0.3,0.88,177,0.2,0,1.8,123,3,1.77,1.33,1.23
2,0,1,242,3,0,1,1,1,4,0,2,0,25,22,1,1,1,0.78,22,0.3,0.41,31,0.2,0,0.78,40,1,0.31,0.22,0.4
3,1,1,932,3,1,3,3,1,3,0,2,0,22,1,1,1,1,2.34,166,0.3,0.85,237,0.2,0,2.08,90,2,2.37,1.66,0.9
2,0,1,392,3,1,8,1,1,3,1,2,1,1,17,1,1,1,1.11,1429,0.3,0.48,1715,0.1,0,0.7,32,1,0.0,0.0,0.32
3,1,1,1155,4,1,3,1,0,2,1,3,0,25,17,1,1,1,3.2,284,0.6,1.56,374,0.3,0,3.25,144,3,3.74,2.84,1.44
3,1,1,492,1,1,1,2,1,3,1,3,0,22,1,1,1,1,2.12,110,0.6,1.22,127,0.1,0,1.8,84,2,1.27,1.1,0.84
2,0,1,71,1,1,1,2,1,3,0,3,0,17,2,1,1,1,2.08,84,0.6,0.58,99,0.1,0,0.88,95,1,0.99,0.84,0.95
2,0,1,51,1,0,6,3,1,4,1,2,1,25,10,1,1,1,1.07,2600,0.3,0.81,3120,0.1,0,0.9,44,2,0.0,0.0,0.44
3,1,1,1166,4,1,3,1,1,3,0,4,0,25,1,1,1,1,2.4,225,1.2,1.25,266,0.2,0,2.1,221,3,2.66,2.25,2.21
3,1,1,652,3,0,3,3,1,2,1,3,0,25,1,1,1,1,2.36,148,0.3,0.71,165,0.3,0,1.68,162,3,1.65,1.48,1.62
3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,2.06,83,0.3,0.59,118,0.2,0,2.6,110,2,1.18,0.83,1.1
3,1,1,711,3,1,1,2,0,3,1,3,0,2,25,1,1,1,1.44,97,0.3,0.78,99,0.1,0,1.95,136,2,0.99,0.97,1.36
2,0,1,179,2,0,8,2,1,2,1,3,0,25,22,1,1,1,0.66,223,1.2,0.35,357,0.1,1,0.52,39,2,3.57,2.23,0.39
3,1,1,539,2,1,3,3,0,4,1,2,0,25,10,1,1,1,1.03,130,0.3,0.94,155,0.2,0,1.1,84,3,1.55,1.3,0.84
3,1,1,655,3,0,6,1,1,4,1,3,0,1,22,1,1,1,1.77,14,0.6,0.63,14,0.2,0,1.36,84,2,0.14,0.14,0.84
3,1,1,962,4,0,1,1,0,3,1,2,0,25,10,1,1,1,1.03,38,0.3,0.94,46,0.2,0,1.0,71,1,0.46,0.38,0.71
2,0,1,37,1,0,6,1,1,2,0,4,1,22,25,1,1,1,0.66,3120,0.3,0.35,3380,0.3,0,0.4,52,2,0.0,0.0,0.52
3,1,1,885,3,1,3,2,0,2,1,2,0,17,2,1,1,1,1.66,146,0.3,0.83,181,0.1,0,1.12,130,3,1.81,1.46,1.3
3,1,1,1014,4,0,1,1,1,4,1,2,0,18,22,1,1,1,2.29,63,1.2,1.45,70,0.3,0,2.73,108,3,0.7,0.63,1.08
3,1,1,560,3,0,1,2,0,2,1,3,0,2,17,1,1,1,1.59,59,0.3,0.55,64,0.1,0,1.82,104,2,0.64,0.59,1.04
3,1,1,520,2,0,3,1,0,3,1,3,0,25,12,1,1,1,2.01,127,0.6,1.43,139,0.1,0,1.7,92,3,1.39,1.27,0.92
3,1,1,793,3,1,1,2,1,3,1,4,0,1,22,1,1,1,1.56,81,0.3,0.72,99,0.3,0,1.6,115,2,0.99,0.81,1.15
2,0,1,61,1,0,10,1,1,3,0,1,0,10,17,1,1,1,2.03,17,1.2,0.98,20,0.3,0,1.28,149,2,0.2,0.17,1.49
3,1,1,616,3,0,3,2,0,2,1,2,0,22,17,1,1,1,2.24,154,1.2,0.92,210,0.1,0,1.76,135,3,2.1,1.54,1.35
3,1,1,877,3,1,3,2,0,4,1,3,0,2,23,1,1,1,2.06,142,1.2,1.55,153,0.3,0,0.8,71,3,1.53,1.42,0.71
3,1,1,1112,4,1,1,1,0,3,1,3,0,25,10,1,1,1,1.61,60,1.2,1.52,65,0.3,0,0.8,104,3,0.65,0.6,1.04
3,1,1,991,4,0,1,1,1,3,1,2,0,22,2,1,1,1,0.89,22,1.2,0.31,34,0.1,0,0.7,36,3,0.34,0.22,0.36
2,0,1,372,3,1,6,1,1,4,1,3,1,2,1,1,1,1,1.3,5040,0.3,0.63,5460,0.3,0,0.64,91,2,0.0,0.0,0.91
3,1,1,1157,4,1,3,1,0,4,0,3,0,25,1,1,1,1,2.39,262,0.6,1.02,281,0.2,0,1.84,104,3,2.81,2.62,1.04
3,1,1,608,3,0,3,1,1,2,0,4,0,22,1,1,1,1,1.66,127,0.6,0.75,144,0.1,0,1.6,84,3,1.44,1.27,0.84
3,1,1,788,3,1,1,2,1,2,1,3,0,17,2,1,1,1,1.64,101,0.3,0.62,109,0.1,0,1.95,117,2,1.09,1.01,1.17
2,0,1,180,2,0,8,3,1,2,0,1,0,22,25,1,1,1,0.58,308,0.3,0.36,411,0.2,1,0.6,52,1,4.11,3.08,0.52
3,1,1,1170,4,1,3,1,1,4,1,3,0,22,17,1,1,1,3.23,225,0.3,1.16,266,0.1,0,2.1,108,3,2.66,2.25,1.08
3,1,1,1192,4,1,7,1,0,5,1,3,0,2,20,1,1,1,1.78,12,0.3,0.93,21,0.2,0,1.56,70,2,0.21,0.12,0.7
3,1,1,818,3,1,1,3,1,3,1,2,0,22,1,1,1,1,1.88,94,1.2,0.88,105,0.3,0,1.36,149,2,1.05,0.94,1.49
2,0,1,420,6,1,2,2,1,1,1,4,0,1,2,1,1,1,1.21,49,0.3,0.7,60,0.2,1,0.9,32,3,0.6,0.49,0.32
2,0,1,363,3,1,3,1,1,4,0,4,0,22,2,1,1,1,1.08,102,0.6,0.43,147,0.3,0,0.91,36,3,1.47,1.02,0.36
3,1,1,917,3,1,3,2,1,4,1,3,0,15,25,1,1,1,2.67,245,0.6,1.22,281,0.2,0,3.25,160,2,2.81,2.45,1.6
3,1,1,760,3,1,1,2,1,3,1,2,0,2,17,1,1,1,1.83,108,0.6,0.89,122,0.1,0,1.6,84,3,1.22,1.08,0.84
3,1,1,910,3,1,3,2,1,3,1,3,0,2,17,1,1,1,2.2,158,0.3,0.66,225,0.2,0,1.95,110,3,2.25,1.58,1.1
2,0,1,59,1,0,8,2,1,3,0,3,0,17,22,1,1,1,2.47,168,0.3,0.92,224,0.2,1,1.9,143,2,2.24,1.68,1.43
3,1,1,703,3,1,1,2,0,3,1,2,0,22,17,1,1,1,2.93,109,0.6,1.97,140,0.3,0,2.2,125,2,1.4,1.09,1.25
3,1,1,636,3,0,3,2,1,3,0,2,0,2,17,1,1,1,1.56,75,1.2,0.81,90,0.2,0,0.88,52,3,0.9,0.75,0.52
3,1,1,484,1,1,1,2,0,2,1,3,0,17,1,1,1,1,1.19,36,1.2,0.9,68,0.1,0,0.78,39,2,0.68,0.36,0.39
3,1,1,697,3,1,1,2,0,2,1,3,0,10,20,1,1,1,1.73,88,0.3,1.48,109,0.2,0,1.6,88,3,1.09,0.88,0.88
3,1,1,635,3,0,3,2,1,2,1,3,0,15,1,1,1,1,0.89,42,0.6,0.66,76,0.3,0,0.5,25,3,0.76,0.42,0.25
2,0,1,121,2,0,2,2,1,4,1,3,0,22,25,1,1,1,0.69,10,0.3,0.48,16,0.2,0,0.32,48,2,0.16,0.1,0.48
3,1,1,821,3,1,1,3,1,3,1,3,0,2,1,1,1,1,1.0,58,1.2,0.42,81,0.1,0,1.2,48,2,0.81,0.58,0.48
3,1,1,1189,4,1,6,1,1,3,1,2,0,25,22,1,1,1,1.17,23,1.2,0.73,23,0.3,0,0.7,40,3,0.23,0.23,0.4
2,0,1,255,3,0,1,1,1,3,0,3,0,1,2,1,1,1,1.5,38,0.3,0.78,43,0.1,0,0.8,40,2,0.43,0.38,0.4
2,0,1,311,3,0,6,1,1,3,1,2,1,10,1,1,1,1,1.11,2600,0.3,0.66,4160,0.2,0,0.8,48,2,0.0,0.0,0.48
3,1,1,1054,4,0,3,1,0,3,0,3,0,25,2,1,1,1,1.14,80,1.2,0.44,91,0.2,0,1.1,97,2,0.91,0.8,0.97
3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,1.76,184,0.3,0.87,254,0.2,0,1.2,64,3,2.54,1.84,0.64
2,0,1,406,5,0,6,1,1,3,1,2,1,1,2,1,1,1,1.0,3120,0.6,0.54,3380,0.1,1,0.8,40,2,0.0,0.0,0.4
2,0,1,132,2,0,6,1,1,1,0,4,1,25,22,1,1,1,0.61,3120,0.6,0.32,4160,0.3,0,0.65,10,1,0.0,0.0,0.1
3,1,1,924,3,1,3,2,1,3,1,3,0,22,17,1,1,1,2.37,225,0.3,0.95,322,0.2,0,1.92,136,3,3.22,2.25,1.36
3,1,1,656,3,1,1,0,0,2,1,0,0,17,2,1,1,1,1.74,84,0.6,0.61,118,0.3,0,1.4,95,2,1.18,0.84,0.95
3,1,1,812,3,1,1,3,1,2,1,2,0,1,22,1,1,1,1.5,88,0.3,0.56,122,0.2,0,1.36,84,3,1.22,0.88,0.84
3,1,1,948,4,0,1,1,0,3,1,3,0,22,20,1,1,1,2.83,59,0.6,1.28,66,0.2,0,2.4,201,2,0.66,0.59,2.01
3,1,1,740,3,1,1,2,0,2,1,3,0,2,17,1,1,1,2.0,110,0.3,0.95,146,0.2,0,1.7,136,2,1.46,1.1,1.36
3,1,1,1022,4,0,3,0,0,2,1,0,0,2,1,1,1,1,1.06,84,1.2,0.34,91,0.3,0,0.8,50,3,0.91,0.84,0.5
2,0,1,82,1,1,5,1,1,3,1,3,0,17,2,1,1,1,1.54,100,0.3,0.5,100,0.1,0,1.95,182,2,1.0,1.0,1.82
2,0,1,68,1,1,1,2,1,2,1,2,0,1,17,1,1,1,1.16,38,1.2,0.73,44,0.3,0,0.78,28,3,0.44,0.38,0.28
3,1,1,1098,4,0,3,1,1,2,0,2,0,17,2,1,1,1,1.74,88,1.2,0.55,128,0.1,0,1.5,80,2,1.28,0.88,0.8
3,1,1,920,3,1,3,2,1,4,1,3,0,22,17,1,1,1,3.0,225,0.3,1.57,245,0.1,0,2.4,112,2,2.45,2.25,1.12
3,1,1,588,3,0,1,3,0,4,1,3,0,25,22,1,1,1,0.69,18,0.3,0.48,26,0.2,0,0.4,20,2,0.26,0.18,0.2
2,0,1,365,3,1,3,1,3,4,1,3,0,10,1,1,1,1,1.23,153,0.6,0.98,167,0.2,1,1.43,200,2,1.67,1.53,2.0
2,0,1,127,2,0,4,2,0,5,1,1,0,25,22,1,1,1,0.97,35,0.3,0.81,46,0.2,0,0.56,16,2,0.46,0.35,0.16
3,1,1,1015,4,0,1,1,1,2,1,4,0,2,22,1,1,1,1.92,54,1.2,1.56,62,0.1,0,0.96,80,3,0.62,0.54,0.8
3,1,1,529,2,1,1,0,0,3,1,0,0,2,22,1,1,1,0.89,42,1.2,0.38,50,0.3,0,0.56,52,2,0.5,0.42,0.52
3,1,1,848,3,1,3,2,0,2,1,2,0,1,22,1,1,1,2.32,184,0.6,0.81,218,0.1,0,1.2,80,3,2.18,1.84,0.8
3,1,1,971,4,0,1,1,1,2,0,1,0,25,2,1,1,1,1.14,40,0.3,0.49,53,0.2,0,0.88,60,3,0.53,0.4,0.6
3,1,1,780,3,1,1,2,1,4,1,2,0,2,18,1,1,1,2.41,89,1.2,1.5,105,0.2,0,1.36,84,3,1.05,0.89,0.84
3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,2.3,163,1.2,1.23,184,0.2,0,1.36,88,3,1.84,1.63,0.88
